epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
364,64415,1.08447,0.83243,1.32422,0.88336,0.9165,0.94894,0.80273,0.79167,0.519,1.15969,9.976e-05,9.976e-05,9.976e-05
365,64584.8,1.07515,0.82936,1.31382,0.88486,0.90283,0.94896,0.80283,0.79124,0.51892,1.15937,9.728e-05,9.728e-05,9.728e-05
366,64754.8,1.07669,0.81891,1.31337,0.88335,0.91597,0.94881,0.8002,0.79118,0.51867,1.15935,9.48e-05,9.48e-05,9.48e-05
367,64924.7,1.08435,0.83419,1.31801,0.8851,0.90239,0.94918,0.80166,0.79076,0.51824,1.15902,9.232e-05,9.232e-05,9.232e-05
368,65094.5,1.0709,0.81298,1.31394,0.88799,0.90665,0.949,0.80168,0.79055,0.51779,1.15865,8.984e-05,8.984e-05,8.984e-05
369,65264.5,1.07348,0.83054,1.31045,0.8881,0.90677,0.94922,0.80166,0.79028,0.51778,1.15824,8.736e-05,8.736e-05,8.736e-05
370,65434.3,1.06571,0.80868,1.30372,0.88589,0.90261,0.94933,0.80191,0.7899,0.51704,1.15779,8.488e-05,8.488e-05,8.488e-05
371,65604.3,1.08002,0.82329,1.31086,0.886,0.90261,0.9495,0.80247,0.78953,0.5169,1.15738,8.24e-05,8.24e-05,8.24e-05
372,65774.3,1.06634,0.81068,1.30622,0.88427,0.91492,0.94953,0.80273,0.78921,0.51629,1.15692,7.992e-05,7.992e-05,7.992e-05
373,65944.1,1.06994,0.82078,1.31247,0.88639,0.90256,0.94943,0.80341,0.78898,0.51575,1.15659,7.744e-05,7.744e-05,7.744e-05
374,66114.1,1.08281,0.84312,1.32122,0.88663,0.9023,0.94951,0.80372,0.78827,0.51526,1.15583,7.496e-05,7.496e-05,7.496e-05
375,66284,1.07556,0.82619,1.30107,0.88599,0.90408,0.94929,0.8033,0.78817,0.51522,1.15558,7.248e-05,7.248e-05,7.248e-05
376,66453.9,1.06593,0.8184,1.30079,0.8862,0.90386,0.94934,0.80385,0.78805,0.51507,1.15534,7e-05,7e-05,7e-05
377,66623.9,1.06684,0.82674,1.31351,0.88613,0.90413,0.94932,0.80204,0.78789,0.51502,1.15488,6.752e-05,6.752e-05,6.752e-05
378,66793.8,1.06721,0.81584,1.30412,0.88631,0.90389,0.94947,0.80304,0.78744,0.51428,1.15442,6.504e-05,6.504e-05,6.504e-05
379,66963.7,1.05611,0.80392,1.29571,0.88644,0.90399,0.94955,0.80333,0.7872,0.51391,1.15407,6.256e-05,6.256e-05,6.256e-05
380,67133.7,1.07007,0.82593,1.30637,0.88646,0.90348,0.94949,0.80479,0.78702,0.51392,1.1537,6.008e-05,6.008e-05,6.008e-05
381,67303.7,1.0731,0.81521,1.30993,0.88654,0.90332,0.94957,0.80435,0.78684,0.51351,1.15357,5.76e-05,5.76e-05,5.76e-05
382,67473.7,1.06072,0.80944,1.30038,0.88649,0.90334,0.94948,0.80469,0.78693,0.5131,1.15339,5.512e-05,5.512e-05,5.512e-05
383,67643.7,1.05471,0.81418,1.30175,0.88868,0.90911,0.94974,0.80442,0.78649,0.51281,1.15298,5.264e-05,5.264e-05,5.264e-05
384,67813.5,1.0683,0.81555,1.30763,0.88653,0.90307,0.94953,0.80441,0.78618,0.51269,1.15266,5.016e-05,5.016e-05,5.016e-05
385,67983.5,1.07225,0.80525,1.30232,0.88656,0.90295,0.94966,0.80471,0.78611,0.51253,1.15249,4.768e-05,4.768e-05,4.768e-05
386,68154,0.82775,0.51502,1.18658,0.88655,0.90325,0.94956,0.80435,0.78598,0.51237,1.15227,4.52e-05,4.52e-05,4.52e-05
387,68323.1,0.8183,0.50345,1.18141,0.8882,0.90955,0.94971,0.80435,0.78602,0.51203,1.15224,4.272e-05,4.272e-05,4.272e-05
388,68492.3,0.80849,0.49228,1.17236,0.88717,0.90325,0.94961,0.80347,0.78576,0.51165,1.15186,4.024e-05,4.024e-05,4.024e-05
389,68661.4,0.81181,0.49798,1.17237,0.88712,0.90322,0.94963,0.80359,0.78547,0.51143,1.15164,3.776e-05,3.776e-05,3.776e-05
390,68830.5,0.80579,0.50446,1.17612,0.88678,0.90286,0.9495,0.80371,0.78582,0.51183,1.15168,3.528e-05,3.528e-05,3.528e-05
391,68999.7,0.79772,0.48402,1.16655,0.88664,0.90286,0.94965,0.8044,0.78578,0.51172,1.15165,3.28e-05,3.28e-05,3.28e-05
392,69168.9,0.792,0.47931,1.15688,0.88812,0.91032,0.94965,0.80499,0.78536,0.51125,1.15123,3.032e-05,3.032e-05,3.032e-05
393,69338.1,0.8089,0.49625,1.16571,0.88655,0.90252,0.94976,0.80405,0.78558,0.51115,1.15113,2.784e-05,2.784e-05,2.784e-05
394,69507.4,0.79785,0.48725,1.1677,0.88647,0.90232,0.94971,0.80325,0.7852,0.51056,1.15082,2.536e-05,2.536e-05,2.536e-05
395,69676.4,0.79511,0.48582,1.17499,0.88634,0.90262,0.94963,0.80464,0.78507,0.5106,1.15048,2.288e-05,2.288e-05,2.288e-05
396,69845.5,0.79764,0.48597,1.16704,0.88808,0.91035,0.94981,0.80431,0.78515,0.51103,1.15052,2.04e-05,2.04e-05,2.04e-05
397,70014.7,0.8039,0.49267,1.16656,0.88652,0.90292,0.94975,0.80378,0.78481,0.51075,1.15026,1.792e-05,1.792e-05,1.792e-05
398,70183.8,0.79483,0.47992,1.16307,0.88631,0.90253,0.94966,0.80402,0.78467,0.51017,1.15003,1.544e-05,1.544e-05,1.544e-05
399,70353,0.79719,0.48909,1.17378,0.88665,0.90253,0.94964,0.80423,0.7846,0.51008,1.14995,1.296e-05,1.296e-05,1.296e-05
400,70522.2,0.77446,0.46999,1.15321,0.88683,0.90234,0.94968,0.80391,0.78422,0.50963,1.14963,1.048e-05,1.048e-05,1.048e-05
